MANAGEMENT_TYPE_USE,MANAGEMENT_STATUS_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,SUBSECTOR,REGION,ZONE_USE,SPP_NAME,CLUSTER
MULTI-REGION ACT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,COBIA,3107
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,AREA CLOSURE RELATED TO DEEPWATER HORIZON OIL SPILL,ALL,3108
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,AREA CLOSURE RELATED TO DEEPWATER HORIZON OIL SPILL,ALL,3109
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,COBIA,3110
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,COBIA,3111
QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,COBIA,3112
QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,COBIA,3113
LANDED INTACT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP COBIA - FLORIDA EAST COAST ZONE,COBIA,3114
LANDED INTACT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP COBIA - FLORIDA EAST COAST ZONE,COBIA,3115
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP COBIA - FLORIDA EAST COAST ZONE,COBIA,3116
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP COBIA - FLORIDA EAST COAST ZONE,COBIA,3117
BAG LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,COBIA,3118
BAG LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,COBIA,3119
MULTI-REGION QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,"MACKEREL, SPANISH",3120
QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - SOUTHERN ZONE,"MACKEREL, SPANISH",3121
TRIP LIMIT,DAILY,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - SOUTHERN ZONE,"MACKEREL, SPANISH",3122
TRIP LIMIT,SEASONAL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - SOUTHERN ZONE,"MACKEREL, SPANISH",3123
TRIP LIMIT,SEASONAL,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL BETWEEN 28°47'48” N LAT. AND 25°20'24” N LAT.,"MACKEREL, KING",3124
MULTI-REGION QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3125
MULTI-REGION QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE AND NET FISHING,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3126
MULTI-REGION QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3127
MULTI-REGION QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,NET,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3128
MULTI-REGION QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3129
MULTI-REGION QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,MID ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3130
BAG LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,"MACKEREL, SPANISH",3131
BAG LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL,"MACKEREL, SPANISH",3132
CLOSURE,SEASONAL,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,TRAWL,GULF OF MEXICO,SHRIMP/STONE CRAB SEPARATION ZONES - ZONE I,ALL,3133
CLOSURE,SEASONAL,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,TRAWL,GULF OF MEXICO,SHRIMP/STONE CRAB SEPARATION ZONES - ZONE I,ALL,3134
CLOSURE,SEASONAL,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,TRAWL,GULF OF MEXICO,SHRIMP/STONE CRAB SEPARATION ZONES - ZONE III,ALL,3135
CLOSURE,SEASONAL,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,TRAWL,GULF OF MEXICO,SHRIMP/STONE CRAB SEPARATION ZONES - ZONE III,ALL,3136
CLOSURE,SEASONAL,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,TRAWL,GULF OF MEXICO,SOUTHWEST FLORIDA SEASONAL TRAWL CLOSURE,ALL,3137
CLOSURE,SEASONAL,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,TRAWL,GULF OF MEXICO,SOUTHWEST FLORIDA SEASONAL TRAWL CLOSURE,ALL,3138
QUOTA,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,JEWFISH,3139
BAG LIMIT,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,JEWFISH,3140
VMS RELATED,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,ALL,3141
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,MID ATLANTIC,ALL,ALL,3142
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,"MACKEREL, SPANISH",3143
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,ALL,3144
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,"MACKEREL, KING",3145
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,FLORIDA COUNTIES - BAY CALHOUN DIXIE ESCAMBIA FRANKLIN GADSDEN GULF HAMILTON HOLMES JACKSON JEFFERSON LAFAYETTE LEON LIBERTY MADISON OKALOOSA SANTA ROSA SUWANNEE TAYLOR WAKULLA WALTON AND WASHINGTON,ALL,3146
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,ALABAMA COUNTIES - BARBOUR BULLOCK COFFEE DALE GENEVA HENRY HOUSTON LEE MACON AND RUSSELL,ALL,3147
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,LOUISIANA PARISHES - SAINT TAMMANY ORLEANS SAINT BERNARD PLAQUEMINES JEFFERSON SAINT CHARLES LAFOURCHE TERREBONNE SAINT MARY IBERIA VERMILION AND CAMERON,ALL,3148
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,LOUISIANA PARISHES - SAINT TAMMANY ORLEANS SAINT BERNARD PLAQUEMINES JEFFERSON SAINT CHARLES LAFOURCHE TERREBONNE SAINT MARY IBERIA VERMILION AND CAMERON,ALL,3149
QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,RUN-AROUND GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - SOUTHERN ZONE,"MACKEREL, KING",3150
QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - SOUTHERN ZONE,"MACKEREL, KING",3151
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SOUTHERN SUBZONE,"MACKEREL, KING",3152
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SOUTHERN SUBZONE,"MACKEREL, KING",3153
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - SOUTHERN ZONE,"MACKEREL, SPANISH",3154
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - NORTHERN ZONE,"MACKEREL, SPANISH",3155
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - NORTHERN ZONE,"MACKEREL, KING",3156
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST NORTHERN SUBZONE,"MACKEREL, KING",3157
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST NORTHERN SUBZONE,"MACKEREL, KING",3158
QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SUBZONE,"MACKEREL, KING",3159
QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SUBZONE,"MACKEREL, KING",3160
QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,RUN-AROUND GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SUBZONE,"MACKEREL, KING",3161
QUOTA,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA EAST COAST SUBZONE,"MACKEREL, KING",3162
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SUBZONE,"MACKEREL, KING",3163
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SUBZONE,"MACKEREL, KING",3164
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SUBZONE,"MACKEREL, KING",3165
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,RUN-AROUND GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SUBZONE,"MACKEREL, KING",3166
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SUBZONE,"MACKEREL, KING",3167
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,RUN-AROUND GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SUBZONE,"MACKEREL, KING",3168
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SUBZONE,"MACKEREL, KING",3169
IGNORABLE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE,"MACKEREL, KING",3170
IGNORABLE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - WESTERN ZONE,"MACKEREL, KING",3171
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"MACKEREL, KING",3172
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ALL,"MACKEREL, KING",3173
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"MACKEREL, SPANISH",3174
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ALL,"MACKEREL, SPANISH",3175
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"MACKEREL, SPANISH",3176
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"MACKEREL, KING",3177
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,CHARTER,MID ATLANTIC,ALL,ALL,3178
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,CHARTER,SOUTH ATLANTIC,ALL,ALL,3179
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,ALL,3180
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,CHARTER,GULF OF MEXICO,ALL,ALL,3181
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,ALL,3182
TRIP LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,WRECKFISH,3183
QUOTA RELEASED,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,WRECKFISH,3184
QUOTA AVAILABLE,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,WRECKFISH,3185
IGNORABLE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST NORTHERN SUBZONE,"MACKEREL, KING",3186
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,COASTAL AND ADJACENT COUNTIES IN THE STATE OF TEXAS,ALL,3187
ELECTRONIC REPORTING,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,LOUISIANA PARISHES – CAMERON AND VERMILION,ALL,3188
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA EAST COAST SUBZONE,"MACKEREL, KING",3189
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA EAST COAST SUBZONE,"MACKEREL, KING",3190
BAG LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3191
BAG LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,CHARTER,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3192
BAG LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,PRIVATE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3193
BAG LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,HEADBOAT,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3194
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,ALL,"MACKEREL, SPANISH",3195
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ALL,"MACKEREL, SPANISH",3196
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,MID ATLANTIC,ALL,"MACKEREL, SPANISH",3197
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,MID ATLANTIC,ALL,"MACKEREL, SPANISH",3198
INCIDENTAL CATCH LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,SOUTH ATLANTIC,ALL,"MACKEREL, SPANISH",3199
OBSERVER REQUIREMENT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,SOUTH ATLANTIC,ALL,"MACKEREL, SPANISH",3200
OBSERVER REQUIREMENT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,SOUTH ATLANTIC,ALL,"MACKEREL, KING",3201
OBSERVER REQUIREMENT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,GULF OF MEXICO,ALL,"MACKEREL, KING",3202
OBSERVER REQUIREMENT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,GULF OF MEXICO,ALL,"MACKEREL, SPANISH",3203
TRIP LIMIT,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL - BETWEEN 29°25' N. LAT AND 25°20.24¿ N. LAT.,"MACKEREL, KING",3204
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - WESTERN ZONE,"MACKEREL, KING",3205
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,RUN-AROUND GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - SOUTHERN ZONE,"MACKEREL, KING",3206
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - SOUTHERN ZONE,"MACKEREL, KING",3207
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP SPANISH MACKEREL - SOUTHERN ZONE,"MACKEREL, SPANISH",3208
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,RUN-AROUND GILLNET,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SOUTHERN SUBZONE,"MACKEREL, KING",3209
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,HOOK AND LINE,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST SOUTHERN SUBZONE,"MACKEREL, KING",3210
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,COBIA,3211
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP COBIA,COBIA,3212
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA WEST COAST NORTHERN SUBZONE,"MACKEREL, KING",3213
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE - FLORIDA EAST COAST SUBZONE,"MACKEREL, KING",3214
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3215
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ATLANTIC MIGRATORY GROUP KING MACKEREL,"MACKEREL, KING",3216
CLOSURE,ONCE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,GULF MIGRATORY GROUP KING MACKEREL - EASTERN ZONE,"MACKEREL, KING",3217
